action,object1,object2,effect
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Meshspatula_1', 'flat', 'Fixed', 'Wood']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Spatula_1', 'line', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Chopstick_7', 'point', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'point', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Bowl_1', 'flat', 'Fixed', 'Plastic']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Breadknife_1', 'line', 'Fixed', 'Metal']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Metal']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['scissors', 'point', 'Revolute', 'Metal']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Breadknife_1', 'flat', 'Fixed', 'Plastic']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Fyingpan_4', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'flat', 'Fixed', 'Wood']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['ChineseKnife_2', 'flat', 'Fixed', 'Wood']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Cuboid', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['Bowl_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Chopstick_5', 'point', 'Fixed', 'Wood']","['Tablefork_13', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['ChineseKnife_2', 'flat', 'Fixed', 'Wood']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Tablefork_14', 'line', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_18', 'line', 'Fixed', 'Wood']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_18', 'point', 'Fixed', 'Metal']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Pliers', 'point', 'Revolute', 'Metal']",None
pierce,"['Tablefork_13', 'point', 'Fixed', 'Metal']","['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['metal_bowl_small', 'flat', 'Fixed', 'Metal']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Bottle_5', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Glass/Ceramic']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Prism', 'flat', 'Fixed', 'Foam']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'line', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['Fyingpan_4', 'flat', 'Fixed', 'Metal']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['rod', 'flat', 'Fixed', 'Wood']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['coin', 'line', 'Fixed', 'Metal']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['rod', 'flat', 'Fixed', 'Wood']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Tablefork_19', 'line', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_19', 'point', 'Fixed', 'Plastic']","['Cuboid', 'flat', 'Fixed', 'Foam']",pierced
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Meshspatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Chopstick_1', 'point', 'Fixed', 'Wood']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cuboid_2', 'flat', 'Fixed', 'Foam']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['scissors', 'flat', 'Revolute', 'Metal']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Tablefork_18', 'line', 'Fixed', 'Wood']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Bottle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Pen_1', 'point', 'Fixed', 'Metal']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Bottle_8', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Tablefork_14', 'point', 'Fixed', 'Metal']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Bottle_8', 'flat', 'Fixed', 'Plastic']","['Tablefork_14', 'point', 'Fixed', 'Metal']",None
pierce,"['Pliers', 'flat', 'Revolute', 'Metal']","['Chopstick_5', 'point', 'Fixed', 'Wood']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Tablefork_19', 'line', 'Fixed', 'Plastic']","['Pliers', 'flat', 'Revolute', 'Metal']",None
pierce,"['ChineseKnife_2', 'line', 'Fixed', 'Metal']","['Spatula_1', 'flat', 'Fixed', 'Wood']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Wood']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Ladle_1', 'flat', 'Fixed', 'Plastic']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Plastic']","['metal_bowl_small', 'flat', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Cuboid_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Tablefork_19', 'point', 'Fixed', 'Plastic']",None
pierce,"['Kitchenknife_5', 'flat', 'Fixed', 'Wood']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Mug_3', 'flat', 'Fixed', 'Glass/Ceramic']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Ladle_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Plate_1', 'flat', 'Fixed', 'Plastic']","['Fyingpan_3', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Cube_2', 'flat', 'Fixed', 'Foam']","['coin', 'line', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Breadknife_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Meshspatula_1', 'flat', 'Fixed', 'Wood']","['Cube_2', 'flat', 'Fixed', 'Foam']",None
pierce,"['Spatula_1', 'flat', 'Fixed', 'Wood']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Kitchenknife_5', 'flat', 'Fixed', 'Wood']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['scissors', 'flat', 'Revolute', 'Metal']",None
pierce,"['Bottle_1', 'flat', 'Fixed', 'Plastic']","['Chopstick_1', 'point', 'Fixed', 'Wood']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Spoon_1', 'line', 'Fixed', 'Metal']","['Spoon_4', 'line', 'Fixed', 'Metal']",None
pierce,"['Prism', 'flat', 'Fixed', 'Foam']","['Pen_1', 'point', 'Fixed', 'Metal']",None
pierce,"['Pen_1', 'flat', 'Fixed', 'Plastic']","['Tablefork_13', 'point', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_4', 'flat', 'Fixed', 'Wood']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Cube', 'flat', 'Fixed ', 'Foam']","['Cuboid', 'flat', 'Fixed', 'Foam']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Chopstick_7', 'point', 'Fixed', 'Wood']","['ChineseKnife_2', 'line', 'Fixed', 'Metal']",None
pierce,"['scissors', 'point', 'Revolute', 'Metal']","['Chopstick_2', 'point', 'Fixed', 'Wood']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Kitchenknife_5', 'point', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Bowl_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Meshspatula_1', 'line', 'Fixed', 'Plastic']","['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']",None
pierce,"['Bottle_5', 'flat', 'Fixed', 'Plastic']","['Cube', 'flat', 'Fixed ', 'Foam']",None
pierce,"['Chopstick_2', 'point', 'Fixed', 'Wood']","['Fyingpan_3', 'flat', 'Fixed', 'Metal']",None
pierce,"['Fyingpan_3', 'flat', 'Fixed', 'Metal']","['Meshspatula_1', 'line', 'Fixed', 'Plastic']",None
pierce,"['Pliers', 'point', 'Revolute', 'Metal']","['Plate_1', 'flat', 'Fixed', 'Plastic']",None
pierce,"['Spatula_1', 'line', 'Fixed', 'Wood']","['Mug_3', 'flat', 'Fixed', 'Wood']",None
pierce,"['Tablefork_13', 'line', 'Fixed', 'Metal']","['Spoon_1', 'line', 'Fixed', 'Metal']",None
pierce,"['Spoon_4', 'line', 'Fixed', 'Metal']","['Tablefork_18', 'point', 'Fixed', 'Metal']",None
pierce,"['Mug_1', 'flat', 'Fixed', 'Glass/Ceramic']","['Prism', 'flat', 'Fixed', 'Foam']",None
